Trial_ID,Participant_ID,Task_Number,Task_Difficulty,Task_Description,ASR_Transcript,Reference_Text,ASR_Accuracy,LLM_Suggestion_1,LLM_Suggestion_2,LLM_Suggestion_3,Correct_Suggestion_Rank,User_Choice,Final_Command,Execution_Success,Execution_Time_Seconds,ASR_Time,LLM_Time,Confirmation_Time,Total_Latency,Retry_Count,Manual_Edit,Error_Category,Error_Details
T387,P20,7,2,Show open ports,Show open ports,Show open ports,90.9,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Listen""}",ipconfig,Get-NetIPConfiguration,1,1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Listen""}",Success,1.2,2.0,3.6,2.0,7.6,0,No,None,None
T388,P20,8,3,Monitor CPU usage for 30 seconds,Watch CPU usage for so 30 seconds,Monitor CPU usage for 30 seconds,77.0,Get-Counter '\Processor(_Total)\% Processor Time' -SampleInterval 1 -MaxSamples 30,date,Get-Date,2,2,dir,Failed,1.2,2.9,5.8,1.7,10.4,0,No,LLM,Command generation error
T389,P20,9,3,Show memory usage,Show memory usage,Show memory usage,92.2,Get-WmiObject -Class Win32_OperatingSystem,tasklist,Get-Process,1,1,Get-WmiObject -Class Win32_OperatingSystem,Success,0.3,3.0,4.5,0.9,8.4,0,No,None,None
T390,P20,10,1,Show battery status,Show battery status,Show battery status,81.1,Get-WmiObject -Class Win32_Battery,tasklist,Get-Process,1,2,dir,Failed,0.6,1.9,4.7,1.1,7.7,0,No,LLM,Command generation error
T391,P20,11,2,Uninstall a program,Uninstall a program,Uninstall a program,88.5,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",whoami,Get-LocalUser,1,1,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",Success,0.5,2.2,4.5,1.5,8.2,0,No,None,None
T392,P20,12,3,Create a self-signed certificate,Create a self-signed certificate,Create a self-signed certificate,91.7,"New-SelfSignedCertificate -DnsName ""localhost"" -CertStoreLocation ""Cert:\LocalMachine\My""",systeminfo,Get-ComputerInfo,1,1,"New-SelfSignedCertifiGet-Contente -DnsName ""localhost"" -CertStoreLoGet-Contention ""Cert:\LocalMachine\My""",Success,0.5,2.0,4.9,0.9,7.8,0,No,None,None
T393,P20,13,3,Configure remote desktop access,Configure ... remote desktop access,Configure remote desktop access,85.3,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,systeminfo,Get-ComputerInfo,1,1,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,Success,1.1,3.1,4.5,1.5,9.1,0,No,None,None
T394,P20,14,2,Rename all files with specific extension,Rename all files with specific extension,Rename all files with specific extension,91.3,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",Set-LoGet-Contentionir,Clear-Host,1,1,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",Success,0.5,2.4,3.6,0.8,6.8,0,No,None,None
T395,P20,15,2,Defragment hard drive,Defragment hard drive,Defragment hard drive,90.4,defrag C: /A,dir,Get-ChildItem -Name,1,1,defrag C: /A,Success,0.6,2.8,4.1,1.0,7.9,0,No,None,None
T396,P20,16,1,Display time zone,Display time zone,Display time zone,93.2,Get-TimeZone,dir,Get-ChildItem -Name,1,1,Get-TimeZone,Success,0.9,2.8,3.8,1.5,8.1,0,No,None,None
T397,P20,17,3,Configure IIS website,Configure IIS website,Configure IIS website,83.5,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",date,Get-Date,1,1,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",Success,0.6,2.4,5.6,1.3,9.3,0,No,None,None
T398,P20,18,2,Count lines in file,Count ... lines in a specific file,Count lines in a specific file,77.3,Get-Content file.txt | Measure-Object -Line,tasklist,Get-Process,1,2,dir,Failed,1.1,3.0,5.1,1.2,9.3,3,No,LLM,Command generation error
T399,P20,19,1,Display system date and time,Display system date and time,Display system date and time,89.0,Get-Date,date,Get-Date -Format 'yyyy-MM-dd',1,1,Get-Date,Success,1.0,2.1,3.9,2.0,8.0,0,No,None,None
T400,P20,20,3,Watch network activity,Monitor network traffic,Monitor network traffic,81.7,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Established""} | Measure-Object",netstat,Get-NetTCPConnection,1,1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""EstabliPowerShelled""} | Measure-Object",Success,0.4,1.8,4.3,1.7,7.8,0,No,None,None
T401,P21,1,2,Save event logs to file,Export event logs to file,Export event logs to file,88.6,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",whoami,Get-LocalUser,1,1,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",Success,1.4,1.9,5.4,2.0,9.3,0,No,None,None
T402,P21,2,2,Uninstall a program,Uninstall a program,Uninstall a program,86.4,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",systeminfo,Get-ComputerInfo,3,2,dir,Failed,1.4,2.1,3.9,1.2,7.2,0,Yes,LLM,Command generation error
T403,P21,3,3,Deploy a web application,Deploy ... a web application,Deploy a web application,88.8,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",dir,Get-ChildItem -Name,1,1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",Success,0.8,2.0,5.4,2.1,9.5,0,No,None,None
T404,P21,4,1,List environment variables,List environment variables,List environment variables,91.7,Get-ChildItem Env:,date,Get-Date,1,1,Get-ChildItem Env:,Success,0.8,2.2,5.2,0.9,8.3,0,No,None,None
T405,P21,5,1,List installed programs,List installed programs,List installed programs,92.3,Get-WmiObject -Class Win32_Product,whoami,Get-LocalUser,1,1,Get-WmiObject -Class Win32_Product,Success,1.4,3.2,4.5,1.9,9.6,0,No,None,None
T406,P21,6,3,Configure remote desktop access,Configure remote desktop access,Configure remote desktop access,86.8,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,Success,1.1,2.7,3.8,1.3,7.8,0,No,None,None
T407,P21,7,3,Block an IP address,Block ... an IP address,Block an IP address,82.6,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",Success,0.8,3.0,4.4,1.1,8.5,0,No,None,None
T408,P21,8,1,Show current working directory,Show now working directory,Show current working directory,95.7,Get-Location,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-LoGet-Contention,Success,0.4,3.1,5.8,1.5,10.4,0,No,None,None
T409,P21,9,3,Set environment variable for session,Set environment variable for session,Set environment variable for session,80.3,$env:MY_VAR = 'value',hostname,Get-ComputerInfo | Select-Object Name,1,1,$env:MY_VAR = 'value',Success,0.6,2.1,4.9,1.2,8.2,0,No,None,None
T410,P21,10,1,Show network configuration,Show network configuration,Show network configuration,93.6,Get-NetIPConfiguration,hostname,Get-ComputerInfo | Select-Object Name,1,1,Get-NetIPConfiguration,Success,0.2,2.6,5.4,1.5,9.5,0,No,None,None
T411,P21,11,1,Show printer information,Show printer details,Show printer information,87.5,Get-WmiObject -Class Win32_Printer,netstat,Get-NetTCPConnection,1,2,dir,Success,1.4,2.0,5.0,1.8,8.8,0,No,None,None
T412,P21,12,2,Move files older than 30 days,Move files older than 30 days,Move files older than 30 days,91.0,"Get-ChildItem | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Move-Item -Destination ""archive\""",date,Get-Date,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Move-Item -Destination ""archive\""",Success,0.3,2.5,4.8,1.0,8.3,0,No,None,None
T413,P21,13,2,Delete a non-empty directory,Delete a non-empty directory,Delete a non-empty directory,88.5,"Remove-Item ""directory"" -Recurse -Force",netstat,Get-NetTCPConnection,1,2,dir,Success,0.6,2.8,3.6,2.0,8.4,0,No,None,None
T414,P21,14,2,Rename a file,Rename a file,Rename a file,92.4,"Rename-Item ""oldname.txt"" ""newname.txt""",systeminfo,Get-ComputerInfo,1,3,Get-ChildItem -Force,Success,0.6,2.6,5.6,0.9,9.1,0,No,None,None
T415,P21,15,2,Copy a file to backup location,Copy a file to backup location,Copy a file to backup location,93.0,"Copy-Item ""file.txt"" ""backup\file.txt""",Set-LoGet-Contentionir,Clear-Host,1,1,"Copy-Item ""file.txt"" ""backup\file.txt""",Success,0.7,2.6,5.8,1.3,9.7,0,No,None,None
T416,P21,16,3,Compress all log files into archive,Compress ... all log files into archive,Compress all log files into archive,75.4,"Get-ChildItem -Filter ""*.log"" | Compress-Archive -DestinationPath ""logs.zip""",ipconfig,Get-NetIPConfiguration,1,2,dir,Failed,1.3,2.5,5.4,1.8,9.7,1,No,ASR,Speech recognition error
T417,P21,17,1,Display current user,Display current user,Display current user,84.6,whoami,systeminfo,Get-ComputerInfo,2,1,whoami,Failed,0.9,2.3,3.7,1.9,7.9,0,No,ASR,Speech recognition error
T418,P21,18,1,Show available drives,Show available drives,Show available drives,87.2,Get-WmiObject -Class Win32_LogicalDisk,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-WmiObject -Class Win32_LogicalDisk,Success,0.5,2.8,5.5,1.5,9.8,0,No,None,None
T419,P21,19,1,Show system services,Show system services,Show system services,83.1,Get-Service,Set-LoGet-Contentionir,Clear-Host,1,2,dir,Failed,0.4,2.5,4.3,1.0,7.8,0,No,LLM,Command generation error
T420,P21,20,2,Find files larger than 10MB,Find files larger than 10MB,Find files larger than 10MB,78.6,Get-ChildItem -Recurse | Where-Object {$_.Length -gt 10MB},Set-LoGet-Contention,Get-LoGet-Contention,1,2,dir,Failed,0.9,2.1,5.4,1.4,8.9,0,Yes,LLM,Command generation error
T421,P22,1,1,Display system date and time,Display machine date and time,Display system date and time,92.7,Get-Date,date,Get-Date -Format 'yyyy-MM-dd',1,1,Get-Date,Success,0.7,2.2,4.9,1.4,8.5,0,No,None,None
T422,P22,2,2,Search for text in all files,Search for text in all files,Search for text in all files,88.7,"Select-String -Path ""*.txt"" -Pattern ""search_text""",date,Get-Date,1,1,"Select-String -Path ""*.txt"" -Pattern ""search_text""",Success,1.5,2.8,5.4,0.8,9.0,0,No,None,None
T423,P22,3,2,List files by size,Show ... files by size,List files by size,73.4,Get-ChildItem | Sort-Object Length -Descending,dir,Get-ChildItem -Name,2,3,dir,Failed,1.3,2.3,5.4,1.0,8.7,0,No,LLM,Command generation error
T424,P22,4,1,Check motherboard info,Show motherboard details,Show motherboard details,79.7,Get-WmiObject -Class Win32_BaseBoard,date,Get-Date,2,1,Get-WmiObject -Class Win32_BaseBoard,Failed,1.2,2.2,5.4,1.6,9.2,2,No,ASR,Speech recognition error
T425,P22,5,1,Display system uptime,Display system uptime,Display system uptime,81.7,Get-ComputerInfo | Select-Object LastBootUpTime,systeminfo,Get-ComputerInfo,2,2,dir,Failed,0.3,2.8,4.5,0.8,8.1,0,No,LLM,Command generation error
T426,P22,6,1,Show current working directory,Show current working directory,Show current working directory,97.8,Get-Location,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-LoGet-Contention,Success,1.2,2.9,5.4,1.7,10.0,0,No,None,None
T427,P22,7,2,Backup files modified today,Backup files modified today,Backup files modified today,89.4,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",date,Get-Date,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",Success,1.3,2.1,5.5,2.0,9.6,0,No,None,None
T428,P22,8,3,Set environment variable for session,Set environment variable for session,Set environment variable for session,82.6,$env:MY_VAR = 'value',whoami,Get-LocalUser,1,1,$env:MY_VAR = 'value',Success,0.8,2.8,3.9,1.3,8.0,0,No,None,None
T429,P22,9,1,Show task scheduler,Show task arranger,Show task scheduler,87.8,Get-ScheduledTask,dir,Get-ChildItem -Name,1,1,Get-ScheduledTask,Failed,1.3,2.1,4.0,2.0,8.1,0,No,ASR,Speech recognition error
T430,P22,10,3,Configure group policy,Setup group policy,Configure group policy,65.6,gpupdate /force,date,Get-Date,3,2,dir,Failed,1.0,2.1,4.5,1.1,7.7,2,Yes,LLM,Command generation error
T431,P22,11,3,Configure IIS website,Configure IIS website,Configure IIS website,80.9,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",date,Get-Date,1,1,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",Success,0.8,2.6,3.6,2.0,8.2,0,No,None,None
T432,P22,12,2,Delete a non-empty directory,Delete a non-empty directory,Delete a non-empty directory,86.4,"Remove-Item ""directory"" -Recurse -Force",hostname,Get-ComputerInfo | Select-Object Name,3,2,dir,Failed,0.4,3.0,3.6,1.0,7.6,0,No,LLM,Command generation error
T433,P22,13,2,Save event logs to file,Export event logs to file,Export event logs to file,96.7,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",netstat,Get-NetTCPConnection,1,1,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",Success,1.4,2.2,4.3,1.4,7.9,0,No,None,None
T434,P22,14,2,Check disk errors,Check disk for errors,Check disk for errors,93.6,chkdsk C: /f,Set-LoGet-Contention,Get-LoGet-Contention,1,1,chkdsk C: /f,Success,1.4,2.5,5.7,1.5,9.7,0,No,None,None
T435,P22,15,2,Create a new directory called test,Create a new folder called test,Create a new directory called test,95.6,"New-Item -ItemType Directory -Name ""test""",dir,Get-ChildItem -Name,1,1,"New-Item -ItemType Directory -Name ""test""",Success,0.9,2.5,4.5,2.1,9.1,0,No,None,None
T436,P22,16,3,Create a self-signed certificate,Create a self-signed certificate,Create a self-signed certificate,90.9,"New-SelfSignedCertificate -DnsName ""localhost"" -CertStoreLocation ""Cert:\LocalMachine\My""",whoami,Get-LocalUser,1,1,"New-SelfSignedCertifiGet-Contente -DnsName ""localhost"" -CertStoreLoGet-Contention ""Cert:\LocalMachine\My""",Success,1.1,2.8,5.4,1.5,9.7,0,No,None,None
T437,P22,17,3,Deploy a web application,Deploy a web application,Deploy a web application,80.5,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",tasklist,Get-Process,1,1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",Failed,0.4,2.3,4.2,2.1,8.6,0,Yes,LLM,Command generation error
T438,P22,18,1,Show keyboard layout,Show keyboard layout,Show keyboard layout,89.7,Get-WinUserLanguageList,systeminfo,Get-ComputerInfo,1,2,dir,Failed,0.6,3.2,5.0,2.0,10.2,0,No,ASR,Speech recognition error
T439,P22,19,1,Show Windows update history,Show Windows you know update history,Show Windows update history,96.7,Get-HotFix,tasklist,Get-Process,1,1,Get-HotFix,Success,0.5,2.6,4.9,0.9,8.4,0,No,None,None
T440,P22,20,1,List installed programs,List installed programs,List installed programs,92.2,Get-WmiObject -Class Win32_Product,whoami,Get-LocalUser,1,1,Get-WmiObject -Class Win32_Product,Success,0.6,2.7,5.7,1.0,9.4,0,No,None,None
T441,P23,1,1,Show disk space usage,Show disk space usage,Show disk space usage,93.8,Get-WmiObject -Class Win32_LogicalDisk,date,Get-Date,1,2,dir,Success,0.3,2.2,3.6,0.9,6.7,0,No,None,None
T442,P23,2,1,List USB devices,List USB devices,List USB devices,90.3,Get-WmiObject -Class Win32_USBControllerDevice,dir,Get-ChildItem -Name,1,2,dir,Success,1.1,1.9,4.7,0.9,7.5,0,No,None,None
T443,P23,3,2,Uninstall a program,Uninstall a program,Uninstall a program,91.6,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",Success,0.5,2.4,5.0,1.6,9.0,0,No,None,None
T444,P23,4,1,Display current user,Display current user,Display current user,93.9,whoami,whoami,Get-LocalUser,1,1,whoami,Success,0.8,1.8,3.8,1.0,6.6,0,No,None,None
T445,P23,5,1,Show firewall status,Show firewall status,Show firewall status,99.7,Get-NetFirewallProfile,systeminfo,Get-ComputerInfo,1,1,Get-NetFirewallProfile,Success,0.7,2.3,5.0,1.7,9.0,0,No,None,None
T446,P23,6,2,Flush DNS cache,Flush DNS cache,Flush DNS cache,95.2,Clear-DnsClientCache,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Clear-DnsClientCache,Success,0.8,2.1,5.0,1.6,8.7,0,No,None,None
T447,P23,7,2,Terminate a process by ID,Terminate a process by ID,Terminate a process by ID,84.3,Stop-Process -Id 1234,Set-LoGet-Contentionir,Clear-Host,1,1,Stop-Process -Id 1234,Success,1.5,2.0,3.9,1.7,7.6,0,No,None,None
T448,P23,8,3,Deploy a web application,Deploy a web application,Deploy a web application,80.7,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",tasklist,Get-Process,1,1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",Success,1.5,1.8,4.9,1.7,8.4,0,No,None,None
T449,P23,9,2,Clean up temporary files,Clean up temporary files,Clean up temporary files,93.4,Get-ChildItem $env:TEMP | Remove-Item -Recurse -Force,date,Get-Date,1,3,dir,Success,0.5,3.1,5.6,1.9,10.6,0,No,None,None
T450,P23,10,3,Set environment variable for session,Set well environment variable for session,Set environment variable for session,86.4,$env:MY_VAR = 'value',Set-LoGet-Contention,Get-LoGet-Contention,1,1,$env:MY_VAR = 'value',Success,0.2,3.1,4.3,1.7,9.1,0,No,None,None
T451,P23,11,2,Find files by name,Find files by name pattern,Find files by name pattern,92.5,"Get-ChildItem -Recurse -Name ""*pattern*""",tasklist,Get-Process,1,1,"Get-ChildItem -Recurse -Name ""*pattern*""",Success,1.4,2.0,4.2,1.7,7.9,0,No,None,None
T452,P23,12,3,Create a self-signed certificate,Create a self-signed certificate,Create a self-signed certificate,82.9,"New-SelfSignedCertificate -DnsName ""localhost"" -CertStoreLocation ""Cert:\LocalMachine\My""",date,Get-Date,1,2,dir,Success,0.3,2.0,4.0,1.6,7.6,0,No,None,None
T453,P23,13,1,Display Windows features,Display Windows features,Display Windows features,93.5,Get-WindowsFeature,netstat,Get-NetTCPConnection,1,1,Get-WindowsFeature,Success,0.5,2.9,4.3,0.9,8.1,0,No,None,None
T454,P23,14,3,Install software automatically,Automate software installation,Automate software installation,78.1,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",netstat,Get-NetTCPConnection,1,3,Get-ChildItem -Force,Failed,0.3,3.0,4.9,0.9,8.8,0,No,ASR,Speech recognition error
T455,P23,15,1,Show Windows version,Show Windows version,Show Windows version,94.3,Get-ComputerInfo | Select-Object WindowsProductName,systeminfo,Get-ComputerInfo,1,1,Get-ComputerInfo | Select-Object WindowsProductName,Success,0.5,2.5,3.9,1.0,7.4,0,No,None,None
T456,P23,16,2,Check disk errors,Check disk for errors,Check disk for errors,75.5,chkdsk C: /f,date,Get-Date,1,1,chkdsk C: /f,Failed,1.2,2.0,4.0,2.1,8.1,0,No,LLM,Command generation error
T457,P23,17,1,Display system architecture,Display machine architecture,Display system architecture,96.8,Get-WmiObject -Class Win32_OperatingSystem | Select-Object OSArchitecture,date,Get-Date,1,1,Get-WmiObject -Class Win32_OperatingSystem | Select-Object OSArchitecture,Success,0.7,2.4,4.0,1.8,8.2,0,No,None,None
T458,P23,18,1,Show network configuration,Show network configuration,Show network configuration,93.7,Get-NetIPConfiguration,date,Get-Date,1,1,Get-NetIPConfiguration,Success,1.2,1.9,4.3,1.3,7.5,0,No,None,None
T459,P23,19,3,Generate system health report,Generate system like health report,Generate system health report,79.5,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",Set-LoGet-Contention,Get-LoGet-Contention,2,3,ps,Failed,0.6,3.0,5.2,1.2,9.4,0,No,LLM,Command generation error
T460,P23,20,2,Move a file to another directory,Move ... a file to another directory,Move a file to another directory,95.5,"Move-Item ""file.txt"" ""destination\file.txt""",tasklist,Get-Process,1,2,dir,Success,0.6,2.9,4.4,1.1,8.4,0,No,None,None
T461,P24,1,1,List USB devices,List USB devices,List USB devices,83.0,Get-WmiObject -Class Win32_USBControllerDevice,Set-LoGet-Contentionir,Clear-Host,2,2,dir,Failed,1.1,2.3,4.2,1.8,8.3,0,No,LLM,Command generation error
T462,P24,2,3,Create a virtual machine,Create a virtual machine,Create a virtual machine,85.5,"New-VM -Name ""TestVM"" -MemoryStartupBytes 1GB -NewVHDPath ""C:\VMs\TestVM.vhdx"" -NewVHDSizeBytes 20GB",whoami,Get-LocalUser,1,1,"New-VM -Name ""TestVM"" -MemoryStartupBytes 1GB -NewVHDPath ""C:\VMs\TestVM.vhdx"" -NewVHDSizeBytes 20GB",Success,0.4,2.4,3.7,1.4,7.5,0,No,None,None
T463,P24,3,2,Find text files here,Find all text files in current directory,Find all text files in current directory,93.0,"Get-ChildItem -Filter ""*.txt""",ipconfig,Get-NetIPConfiguration,1,1,"Get-ChildItem -Filter ""*.txt""",Success,0.4,3.1,5.2,1.3,9.6,0,No,None,None
T464,P24,4,3,Set firewall rules,Configure firewall rules,Configure firewall rules,73.9,"New-NetFirewallRule -DisplayName ""Allow App"" -Direction Inbound -Protocol TCP -LocalPort 8080 -Action Allow",whoami,Get-LocalUser,1,1,"New-NetFirewallRule -DisplayName ""Allow App"" -Direction Inbound -Protocol TCP -LocalPort 8080 -Action Allow",Failed,1.3,2.6,5.6,1.0,9.2,0,No,ASR,Speech recognition error
T465,P24,5,2,Change file extensions in batch,Change file extensions in batch,Change file extensions in batch,75.0,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",systeminfo,Get-ComputerInfo,1,3,dir,Failed,0.5,1.9,5.6,2.0,9.5,0,Yes,LLM,Command generation error
T466,P24,6,2,Create file shortcut,Create ... symbolic link to file,Create symbolic link to file,90.2,"New-Item -ItemType SymbolicLink -Path ""link.txt"" -Target ""original.txt""",netstat,Get-NetTCPConnection,1,1,"New-Item -ItemType SymbolicLink -Path ""link.txt"" -Target ""original.txt""",Success,0.9,2.8,4.9,1.8,9.5,0,No,None,None
T467,P24,7,1,Display time zone,Display time zone,Display time zone,81.1,Get-TimeZone,systeminfo,Get-ComputerInfo,3,2,dir,Failed,1.2,2.6,5.7,2.0,10.3,0,No,ASR,Speech recognition error
T468,P24,8,1,Display current user,Display current user,Display current user,96.8,whoami,hostname,Get-ComputerInfo | Select-Object Name,1,1,whoami,Success,0.9,2.5,3.5,1.7,7.7,0,No,None,None
T469,P24,9,3,Encrypt a file,Encrypt a file,Encrypt a file,78.7,"Cipher /E ""file.txt""",hostname,Get-ComputerInfo | Select-Object Name,1,1,"Cipher /E ""file.txt""",Failed,0.6,2.6,4.6,2.0,9.2,3,No,LLM,Command generation error
T470,P24,10,1,Show network configuration,Show network configuration,Show network configuration,95.8,Get-NetIPConfiguration,hostname,Get-ComputerInfo | Select-Object Name,1,1,Get-NetIPConfiguration,Success,1.1,1.9,5.7,1.0,8.6,0,No,None,None
T471,P24,11,3,Manage Windows services,Manage Windows services,Manage Windows services,73.3,"Get-Service | Where-Object {$_.Status -eq ""Stopped""} | Start-Service",netstat,Get-NetTCPConnection,2,3,Get-ChildItem -Force,Failed,0.9,2.6,4.0,1.5,8.1,2,No,LLM,Command generation error
T472,P24,12,1,Display help for dir command,Display help for dir um command,Display help for dir command,95.5,Get-Help dir,tasklist,Get-Process,1,1,Get-Help dir,Success,1.3,2.0,4.8,1.4,8.2,0,No,None,None
T473,P24,13,2,Rename all files with specific extension,Rename ... all file with specific extension,Rename all files with specific extension,95.8,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",systeminfo,Get-ComputerInfo,1,1,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",Success,1.3,2.4,3.5,1.4,7.3,0,No,None,None
T474,P24,14,2,Copy files with specific extension,Copy files with specific extension,Copy files with specific extension,81.4,"Get-ChildItem -Filter ""*.pdf"" | Copy-Item -Destination ""pdf_backup\""",netstat,Get-NetTCPConnection,3,1,"Get-ChildItem -Filter ""*.pdf"" | Copy-Item -Destination ""pdf_backup\""",Failed,0.9,2.5,3.6,1.8,7.9,0,Yes,LLM,Command generation error
T475,P24,15,1,Display computer name,Display computer name,Display computer name,95.3,hostname,Set-LoGet-Contentionir,Clear-Host,1,1,hostname,Success,1.1,3.2,5.1,1.2,9.5,0,No,None,None
T476,P24,16,2,Show file permissions,Show file permissions,Show file permissions,96.0,"Get-Acl ""file.txt""",dir,Get-ChildItem -Name,1,1,"Get-Acl ""file.txt""",Success,0.4,2.7,3.5,0.8,7.0,0,No,None,None
T477,P24,17,1,Show printer information,Show printer information,Show printer information,98.6,Get-WmiObject -Class Win32_Printer,netstat,Get-NetTCPConnection,1,1,Get-WmiObject -Class Win32_Printer,Success,1.5,2.9,4.5,1.0,8.4,0,No,None,None
T478,P24,18,3,Show memory usage,Display ... memory usage,Show memory usage,84.9,Get-WmiObject -Class Win32_OperatingSystem,netstat,Get-NetTCPConnection,1,2,dir,Failed,1.1,1.8,5.2,1.8,8.8,3,No,User,User aborted execution
T479,P24,19,3,Create system maintenance script,Create system maintenance script,Create system maintenance script,82.5,"New-Item -ItemType File -Path ""maintenance.ps1""; Add-Content ""maintenance.ps1"" ""Get-ChildItem C:\ -Recurse | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Remove-Item -Force""",date,Get-Date,1,1,"New-Item -ItemType File -Path ""maintenance.ps1""; Add-Content ""maintenance.ps1"" ""Get-ChildItem C:\ -Recurse | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Remove-Item -Force""",Success,0.9,2.9,4.4,1.9,9.2,0,No,None,None
T480,P24,20,2,Save event logs to file,Export event logs to file,Export event logs to file,84.8,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",systeminfo,Get-ComputerInfo,1,1,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",Success,0.9,2.0,3.6,1.1,6.7,0,No,None,None
